北京城市青年客栈（潘家园店）,,13146402382,
龙庆峡远方乐农家院,,13716554336,
双梅宾馆,,01069363658,
阜成门家庭公寓（149号楼）,,13552517541,
张家台洪梅农家院,,15901511693,
白河湾狼虎哨王永晨农家院,,13716789267,
圣馨大地家园日租公寓,,13366015375,
西水峪村红梅农家院,,13699115953,
老北京四合院公寓,,13681360468,
速8酒店（北京七里庄店）,,01052370602,
青龙峡川乐家园农家院,,01089616490,13611001895
柳沟64号乐豆轩农家院,,18810842641,
朴素人家农家院,,13521272074,
水长城金乐福农家院,,13716704511,
福仕百兴宾馆,,01083718541,83713841
良乡理工大学家庭公寓,,13693087172,18210037122
北京嘉里大酒店,,01065618833,
星星公寓,,15210403621,
贵兴宾馆（首经贸地铁站店）,,18643919535,
贝加力招待所,,01080118328,
情义汇宾馆,,15241086379,17703954035
金源快捷酒店,,01082729749,
黄村老党员农家院,,15910403559,15210056822
桃源仙谷温馨雅苑农家院,,13671314157,
白河湾张万平农家院,,15910436993,
元顺旅馆,,01085980103,
牡丹旅社,,01063036858,13718233588
高老庄公寓,,18500297121,
十渡山水公社农家乐,,13521952078,15210777191
雁栖湖不夜谷火龙果农家院,,13716955435,
逸凡阳光家庭公寓（大望路店）,,18310082956,18911189722
温馨家庭公寓,,13651290599,
爨韵客栈23号,,15910260575,
九九之家宾馆,,01089989200,
源中园酒店,,01084396181,
易居宾馆,,01084121200,
京安福商务大酒店,,01087305788,87305766
奥丰宾馆,,01084840828,
味酌四海酒店,,01087777857,
协和短租公寓,,15501141187,
龙庆峡洪志饭庄农家院,,13521795148,
华尔宾馆,,01062552069,
红平商务宾馆,,01085810315,
安居乐业精品公寓,,18510850058,
十渡春暖小院,,13718841722,
紫云山绮雅农家院,,13911849738,
张家台福嘉乐农家院,,13716836062,
捷报家园客栈,,01069819181,13141300568
玻璃台小宁农家院,,13910305143,
速8酒店（北京平谷谷丰路店）,,01089999826,
灵山锋尚山庄,,15712900200,
山水人间快捷酒店,,01080149099,
沙河镇如意人家度假村,,01080734869,
永吉鑫宾馆,,01088127132,
青龙峡下营农家院,,13241568594,
白河湾池兰芹农家院,,13581859434,
张家台刘宝才农家院,,15101152886,
白河湾乡情农家院,,17710801821,13716622965
金莲花家庭旅馆,,18746534888,
北京旗盛宾馆,,01061751727,
金峰静苑商务酒店,,01060508080,
心住福宾馆,,01083318470,83393940
北京华夏阳光服务式公寓（国贸店）,,01087766078,
丰宝商务酒店,,01063713030,63710939
北京司马台君腾阁农家院,,13716663923,
速8酒店（北京通州东关武夷花园店）,,01056865788,
轩语亭短租公寓（大成国际店）,,01059626087,
青龙峡艳辉农家院,,13611068838,
心雨轩宾馆,,01057903932,
工体永利国际酒店公寓（工体三里屯店）,,13810684041,
青山小院农家乐,,13241369191,
丽波青年公寓,,15810289761,
慈云寺宾馆,,01065927783,65923326
微公馆公寓（瑞公馆店）,,15010257892,18810479377
北京如意家客栈,,13811308200,13693221558
天通西苑宾馆,,01064123168,
佳缘家宾馆,,01082869998,
奥莱快捷酒店,,01064318062,
华清园招待所,,01082866915,
爱短租公寓（都市馨园店）,,18500545688,13426322340
速8酒店（北京万丰路店）,,01063893041,
爱美家酒店式公寓,,13161153707,
蓝亭国际青年旅舍,,01064258738,
速8酒店（北京成寿寺路店）,,01067663760,
垚垚生态农庄,,13501186958,
北京嘿Home精品公寓,,01056386393,17319441517
小骑公寓,,13381055200,
心意家庭旅馆,,18701583063,
玉林酒店,,01082709376,15712918275
古北口郝家大院,,15910420059,
十渡记忆小院,,13810766148,
人和嘉德商务酒店,,01052816166,
希美酒店,,01063735355-8001,63798366
尚品假日酒店,,01060350828,400601-2266
爱尚家酒店式公寓,,01067061079,13366050581
乐想汇国际公寓,,18301137377,
北京华夏阳光服务式公寓（大成店）,,01087766078,
昆钰酒店,,01051529388,
德意居,,18701195262,
运驰商务酒店,,01068291518,
天云山兴隆人家农家院,,13521943212,15910212565
北京青年公寓酒店（海淀黄庄店）,,15010035727,
365苹果酒店服务公寓,,01058263400,
鑫盛家园快捷酒店（黄村火车站店）,,01080228686,
十渡森林农家院,,13910112673,
乐家酒店公寓,,15801390991,
西雅图主题公寓（首都机场T3航站楼店）,,01057111266,15201617212
行之家酒店公寓（长安驿店）,,01053393200,
君悦诚酒店,,01059626087,
智慧短租公寓（双井店）,,13381199836,
幸福居,,18701195262,
如家快捷酒店（北京西客站店）,,01063967755,
赵家楼饭店,,01065127722,
寓居服务公寓（原北京清华公馆）,,01062555399,
弈鸣酒店式公寓,,18801419621,
今日家园小区家庭旅馆（2店）,,13552334617,
北京香山假日商务会所,,01062002288,
青龙峡红果小院,,01060680556,
逸乐家私家公寓（金台路店）,,01059468121,
兰心百合服务公寓,,01056241013,
悦公寓,,15801492218,
阜成门家庭旅馆（北京二店）,,13693187378,
孔姐青年旅舍,,15611618076,
高哥青年旅舍,,13621296695,
泊岸客栈,,17091087666,18210023169
十渡乾坤宇酒店,,01061340969,
维也纳国际酒店（北京广安门店）,,01083539988,
潢京客栈情侣酒店（良乡店）,,01081388621,13691396373
潢京客栈（昌平西关店）,,01089786618,
侣行客栈,,01060741492,
好再来客栈,,18310967754,
禧龙宾馆（夕照寺店）,,01067189199,
腾达家园公寓,,15711333678,
第七空间主题酒店,,01057101777,60337970
居安宾馆,,01059479463,
正阳悦嘉酒店,,01063377662,63377789
心悦客栈,,13241559745,
客房二部招待所,,01068022644,13671034819
顺亭家庭宾馆,,18210568909,
北京颐和居旅店,,01069032802,13311513361
鸿宾快捷酒店,,01085812888,
馨芳园宾馆,,01062106588,
顺鑫公寓,,15910944106,
宝平旅馆,,15601095029,
相遇爱家故事酒店,,01057620122,
速8酒店（北京刘家窑地铁站店）,,01067623522,
交通旅社（1号楼）,,01065823062,13651063511
时光与树青年旅舍,,13261365941,
梨花小镇商务旅馆（怀柔店）,,01051596267,51596270
梦巢商务酒店,,01084999969,
世纪星豪酒店,,01088841399,18801021859
顺通宾馆,,01060509588,
建鑫源旅馆,,01062352363,
马刨泉商务会馆,,01089303368,
北京云庆秀旅馆,,01062251203,
飘HOME连锁酒店（北京酒仙桥将台地铁站颐堤港店）,,01059877188-0,
飘HOME连锁酒店（国贸东店）,,01059876666,
科恒精品酒店,,01056011432,
开心天天宾馆,,01061580619,
自由空间快捷酒店,,01088579109,88578903
金燕宾馆,,01051562908,
佳都旅馆,,01065126143,
速8酒店（北京南苑机场红房子店）,,01067957818,
第五季商旅酒店（交大东门店）,,01062262288,
顺兴隆旅馆,,01068698032,
康顺招待所,,13311597216,
东方圣达酒店（王府井店）,,01065266638,65268780
速8酒店（北京长阳环岛店）,,01081313299,
鑫海宾馆（北京西站店）,,01063465911,
客云旅馆,,01067229490,
如家快捷酒店（北京东单金宝街灯市口地铁站店）,,01065287576,
千子桐商务酒店（北京北七家店）,,01089754567,60760919
恒运宾馆（北京站店）,,01065243987,
京友快捷酒店,,01068481218,
广苑学居宾馆,,01065471468,
时尚酒店（崇文门店）,,15811173178,
第五季商旅酒店（北京五棵松二店）,,01068699567,
瑞林宾馆,,01081523760,13120496330
九九快捷酒店（北京丰益桥店）,,01063826399,
缘之恋主题酒店,,01081313277,
嘉苑观旗商务酒店（南苑机场店）,,01067941899,67967626
小筑主题酒店（建国门店）,,01065281345,
京奇连锁酒店（丰益桥店）,,01063870009,400898-7987
速8酒店（北京清河永泰庄东路店）,,01082817052,82817032
七彩尚品商务酒店,,01085569669,
速8酒店（北京公益西桥店）,,01067522272,67526188
双龙快捷酒店（二部）,,01067327888,
99优选酒店（北京南苑机场南苑路店）,,01067969122,
优舍酒店,,01068731863,
巴黎MINI数码影音公寓,,15116901786,
麻雀HouseSparrow国际青年酒店,,18500511055,
亿萌快捷酒店（角门西地铁站店）,,01087889660,
布拉青年国际公寓,,13810098479,
7橙酒店式公寓,,13716028018,
威廉之家公寓,,13521796750,
北京福运喜阳阳旅馆,,13716360035,
金地尚品主题酒店,,01056128999,
五棵松康洁公寓,,15010342199,
家在北京公寓,,15210810688,18810038678
小熊之家青年公寓（学清路店）,,13263333211,
力天宾馆,,01069720368,13690831935
遇见美丽客栈,,13718424942,18710165998
丽水园小区日租,,13701229143,
科隆招待所,,01062077921,
北漂公寓,,18810358878,13488887897
东堂子旅馆,,01065246819,
盛旺宾馆,,01069790127,
美庐乡村旅馆,,01069704298,
晓月佳缘宾馆,,01063777978,
立霞宾馆,,01069973718,
天顺兴招待所,,01067248970,
北京吉祥宾馆,,01089979312,15201367431
迎宾阁民宿,,15225377893,18211740036
嘉悦程宾馆,,01069376930,
怡然居宾馆,,01061581137,
千里缘客栈,,18310966940,
佳和祥瑞宾馆,,13366290678,
艺家茶园公寓,,01057188192,13949956896
鑫蒲旅馆,,01067634486,18201581928
吉祥宝好宾馆,,15811437979,15011121926
顺吉招待所,,01083891666,
99旅馆连锁（北京万丰路店）,,01058871157,
万家和宾馆（北京南站店）,,01083405938,
军迎招待所（东庄分部）,,01083107154,83108488
福顺和宾馆,,01067672936,
龙庆峡强子农家院,,13718890238,
客客之家旅馆,,18910486127,
99旅馆连锁（北京卢沟桥店）,,01083838390,18983548733
建新庄公寓住宿,,13051618310,
易佰连锁旅店（北京房山良乡南关地铁站店）,,01060343720,18910208860
千禧福宾馆,,01083403982,
舒适旅馆,,13552062218,
道承酒店（亦庄万源街地铁站店）,,01067876799,13391678649
樱亭旅馆,,01063056903,
富国宾馆（马驹桥商业街店）,,01087600947,
京国奥宾馆,,01062572517,
恒昌宾馆,,01068885854,
途中家连锁酒店式公寓（生物医药基地店）,,13522072203,
游龙驿站民宅公寓,,13910353391,
贵都酒店,,01089988729,
丽家情风尚酒店（北京万丰路六里桥店）,,01063895600,638974280
美天快捷酒店,,01088718841,13520097850
东川酒店（大悦城店）,,01052062499,
豪都商务酒店,,01067918889,67919998
小筑主题酒店（对外经贸大学店）（原金满鑫宾馆）,,01064966678,64911167
小筑主题酒店（三元桥店）,,01064606589,
青皮树酒店（北京昌平西关环岛店）,,01080101717,
橄榄树四季客栈,,01056220979,56221551
和利来宾馆,,01080854362,
温馨满屋家庭公寓,,15315710383,
杰俊宾馆,,01060791868,18612082168
友缘旅馆,,15313961986,13641250806
99旅馆连锁（北京平谷世纪广场店）,,01089985085,69961807
西单古德豪斯酒店,,01066026361,
北京格林宾馆,,01083167777,
迎宾快捷宾馆（首经贸地铁站店）,,01063719066,15001104085
301友邦家庭公寓,,13621333927,
棣冠鑫瑞宾馆,,01057299189,
嘉坊主题酒店,,01059213538,
301诚信家庭旅馆,,13552663251,
揽景风尚宾馆,,01060497011,
时尚青年客栈（北京富顿中心店）,,13264321364,
金乾鑫业招待所（新街口地铁站店）,,01066537478,
丰顺祥宾馆,,01087209157,
欣荣晶达宾馆,,01080118795,
家畅宾馆（北京站同仁医院店）,,01052470569,18801474268
京城徐霞客栈,,13701191468,
嘉佳家宾馆,,01081508099,
老刘家庭旅馆（六建32号院店）,,13041110818,
聚缘德音宾馆,,01059534288,18810572528
FOX夜归人客栈,,01069721202,
易佰连锁旅店（北京十八里店老君堂店）,,01067209711,13220106726
爱家家庭旅馆,,13121164567,
呈祥宾馆（北京杜家坎园博园店）,,01063798299,
东翰酒店式公寓,,13810980284,13691515349
莲鑫源快捷宾馆,,01060509007,
艳春宾馆,,01060598049,
金百川酒店（天通苑店）,,01084998933,84998766
速8酒店（北京天坛景泰桥店）,,01087251748,51233133
今典园招待所,,01062212153,15652651898
未来之春宾馆（新国展店）,,01080489096,
东晋宾馆,,01067959899,
金年丰宾馆（东直门南小街店）,,01084071899,
Dream Inn主题公寓（沙河店）,,13716275117,
京成138快捷酒店（方庄店）,,01052259138,
长城古寨民俗客栈,,01061160060,13910828254
301安心家庭旅馆（2号店）,,18310065625,
家和宏运商务酒店,,01059813837,59813839
99旅馆连锁（北京玉蜓桥店）,,01067640393,
鑫珠佳宾馆,,01063182118,
天顺宾馆（天通苑店）,,01061769965,13301020219
万萃苑商务快捷酒店（德胜门店）,,01062046180,62047909
佳佳快捷宾馆（马驹桥店）,,01060503481,
银都青年商务公寓,,01063776698,18519707731
天馨雅苑公寓（珠江绿洲店）,,13717674709,13391910783
妫川海和宾馆,,01069179688,
东豫盛大酒店,,01052052288,
贝楒酒店,,01080700006,
99优选酒店（北京传媒大学地铁站店）,,01065766918,
99旅馆连锁（北京五棵松302医院店）,,01051189040,13161354929
99旅馆连锁（北京交通队梨园西路店）,,01081510503,
中联鑫华酒店（西客站六里桥东地铁站店）,,01063266161,
红梅家庭旅馆,,13811759895,13366327645
金涛连锁酒店（古城大街店）,,01088931399,
口福居宾馆,,01069180059,
如家快捷酒店（北京昌平科技园区水屯店）,,01089711116,
7天连锁酒店（北京土桥地铁站店）,,01056468977,
如家快捷酒店（北京北七家亚运村汽车市场店）,,01081765656,
如家快捷酒店（北京大兴旧宫镇旧忠桥店）,,01087960089,
海友酒店（北京前门大力胡同店）,,01063085317,
如家快捷酒店（北京延庆绿韵广场店）,,01061123336,
鑫奥宾馆（北京鸟巢店）,,01064847201,64869246
顺天盛宾馆,,01056548234,13121759755
99旅馆连锁（北京大兴桥店）,,01061242829,
悠品时光酒店公寓,,18511825121,
派酒店（北京昌平鼓楼南大街地铁站店）,,01089747522,
海友良品酒店（北京和平西桥地铁站店）,,01084280256,
兴云宾馆,,01069090236,
温馨的家庭旅馆,,13693646008,
太和宾馆（房山店）,,01069318105,
金港湾商务酒店,,01069957878,
格林豪泰贝壳酒店（北京通州梨园地铁站云景东路店）,,01081572298-0,
草根人家客栈,,15652331819,
汉庭（北京昌平科技园中心店）,,01089787667,
格林豪泰快捷酒店（北京大红门地铁站店）,,01087253658,
途美酒店（火神庙店）,,01069223697,
7天连锁酒店（北京密云鼓楼大街县政府店）,,01052169777,
亿通宾馆,,01063800813,
昊文宾馆,,13126969028,
元升宾馆,,01060593635,
御海星光太空舱酒店（宋家庄地铁站店）,,01087687321,
千子桐酒店（化庄店）,,01089708801-0,
99旅馆连锁（北京西客站店）,,01063406799,63450690
千子桐酒店（松园店）,,01069718885,
阳光中天公寓,,01062529711,18910382367
清逸园宾馆,,01063740115,
舒君宾馆,,01085382303,85382320
沈加银旅馆,,01087289003,
丽锦轩宾馆,,01080702618,
蓬莱苑商务酒店（未来科技城店）,,01081762686,
逸和居高档公寓,,01057034569,
微客酒店,,01083505096,
富豪贵都宾馆,,01069950508,
千子桐酒店（鼓楼西街店）,,01069743398,
顺风旅馆,,01089389680,18611548737
千子桐酒店（南环店）,,01069728818,
凯龙贵友宾馆,,01057407008,
利君来宾馆,,13701074482,
洲洋宾馆（知春路店）,,01062623199,
昌缘快捷酒店,,01060719667,
博发宾馆,,01081768721,
易佰连锁旅店（北京大兴枣园地铁站店）,,01069234589,
喜客来快捷连锁酒店,,01056149677,
龙际快捷酒店,,01056277110,
青年湖宾馆,,01084125281,
北京祥源快捷宾馆,,01080829278,
好友酒店,,01061615066,
中舍客栈,,01064641500,
双祥苑宾馆,,01062231708,
便宜居连锁酒店（卢沟桥店）,,01063777927,
归客家园宾馆（南苑机场店）,,01067065840,15311831597
乐邦招待所,,01067220927,
珊瑚海国际公寓（首都机场店）,,13701173686,
苹东宾馆,,01088995758,88995768
富河宾馆,,01080541255,
五福主题宾馆,,01069026766,
网金缘宾馆,,01053395763,
时尚万家快捷酒店,,01067583837,
奥凯立商务酒店,,01053632978,18801216078
金色家园宾馆,,01063285144,
京益宾馆,,01051155938,
乐欣荣宾馆（北京大红门地铁站店）,,01067225097,
万千祥旅店,,01069607985,
张家湾宾馆,,01061561319,
业田宾馆,,01051223953,
99旅馆连锁（北京回龙观东大街地铁站店）,,01080746288,57433649
